Date,TSMC,Chain_tech,GUC,Asrock,TUL,NVDA,AMD,INTC,Bitcoin,Ethereum,Litecoin,USDX,Gold,crude_oil,SP500,TW_index
2017/12/15,228.94,15.17,285.56,72.3,67.4,191.56,10.29,44.56,17706.9,684.45,299.78,93.929,1255.13,57.3,2675.81,10491.44
2017/12/14,229.18,15.01,289.42,73.53,68.14,186.47,10.13,43.26,16564,695.82,279.33,93.479,1252.7,57.04,2652.01,10538.01
2017/12/13,227.05,15.05,292.44,75.34,68.58,186.18,10.11,43.34,16408.2,702.77,302.6,93.419,1255.28,56.6,2662.85,10470.7
2017/12/12,227.03,15.16,297.95,76.63,70.51,190.84,9.9,43.33,17415.4,651.43,316.16,94.08,1244.36,57.14,2664.11,10443.28
2017/12/11,227.93,15.08,287.25,74.3,69.7,194.66,10.16,43.66,16936.8,515.14,214.2,93.843,1241.9,57.99,2659.99,10473.09
2017/12/8,227.29,15.03,266.32,73.11,73.06,191.49,9.94,43.35,16569.4,456.03,124.85,93.874,1248.31,57.36,2651.5,10398.62
2017/12/7,224.65,15.07,256.17,73.01,72.84,191.99,10.04,43.08,17899.7,434.41,98.29,93.769,1247.06,56.69,2636.98,10355.76
2017/12/6,227.8,15.63,254.56,71.63,70.81,189.26,10,43.45,14291.5,428.59,100.35,93.582,1263.17,55.96,2629.27,10393.92
2017/12/5,229.83,15.06,257.21,73.98,75.3,187.74,9.91,43.44,11916.7,463.28,102.4,93.334,1265.76,57.62,2629.57,10566.85
2017/12/4,233.12,15.09,259.63,78.15,79.28,186.66,10.03,44.49,11657.2,470.2,104.24,93.144,1275.81,57.47,2639.44,10651.11
2017/12/1,230.22,15.11,273.32,79.79,84.5,197.68,10.73,44.68,10975.6,466.54,99,92.841,1280.23,58.36,2642.22,10600.37
2017/11/30,227.49,15.18,272.82,84.23,84.77,200.71,10.89,44.84,10233.6,447.11,88.33,93.002,1274.74,57.4,2647.58,10560.44
2017/11/29,234.93,15.54,275.2,78.1,76.2,196.42,10.83,43.95,9888.61,427.52,85.57,93.107,1283.63,57.3,2626.07,10713.55
2017/11/28,234.11,15.52,273.98,72.53,72.69,210.71,11.17,44.73,10058.8,472.9,96.03,93.213,1293.74,57.99,2627.04,10707.07
2017/11/27,238.68,15.38,284.22,72.83,68.34,214.14,11.55,44.49,9818.35,480.36,91.6,92.825,1294.37,58.11,2601.42,10750.93
2017/11/24,243.53,15.51,280.9,72.5,67.61,216.96,11.38,44.75,8253.69,474.91,77.97,92.707,1287.93,58.95,2602.42,10854.09
2017/11/23,242.71,15.61,281.75,73.28,69.9,NA,NA,NA,8038.77,410.17,73.22,93.135,1290.6,58.38,NA,10854.57
2017/11/22,243.34,15.72,285.52,74.33,70.78,214.93,11.37,44.65,8253.55,380.65,71.89,93.135,1291.82,58.02,2597.08,10822.59
2017/11/21,241.71,15.73,282,75.18,72.18,216.05,11.4,44.94,8071.26,360.4,70.03,93.877,1280.35,56.83,2599.03,10779.24
2017/11/20,239.48,15.84,286.22,74.09,67.93,214.08,11.34,44.62,8200.64,366.73,72.25,93.997,1276.63,56.09,2582.14,10664.55
2017/11/17,241.62,15.87,283.22,75.31,68.01,211.36,11.38,44.63,7708.99,332.39,67.57,93.575,1293.87,56.55,2578.85,10701.64
2017/11/16,238.44,15.93,273.86,73.32,68.2,211.61,11.25,45.65,7871.69,330.92,71.06,93.854,1278.46,55.14,2585.64,10625.04
2017/11/15,237.67,15.95,269.23,71.89,65.87,209.98,11.07,45.46,7315.54,333.36,63.82,93.726,1277.93,55.33,2564.62,10630.65
2017/11/14,239.85,15.98,261.15,72.68,64.68,214.18,11.12,45.86,6635.75,337.63,62.68,93.723,1280.16,55.7,2578.87,10687.18
2017/11/13,240.29,16.5,262.04,73.15,67.73,212.63,11.09,45.75,6559.49,316.72,61.4,94.388,1278.08,56.76,2584.84,10683.92
2017/11/10,241,16.81,264.53,77.83,68.68,216.14,11.26,45.58,6618.14,299.25,59.26,94.278,1275.35,56.74,2582.3,10732.67
2017/11/9,241.1,16.74,284.29,83.49,68.4,205.32,11.12,46.3,7143.58,320.88,64.27,94.352,1284.9,57.17,2584.62,10743.27
2017/11/8,242.57,16.85,282.4,82.63,72.9,209.16,11.71,46.7,7459.69,309.07,62.57,94.768,1281.12,56.81,2594.38,10818.99
2017/11/7,242.82,16.89,289.43,82.34,81.29,212.03,12.05,46.78,7144.38,294.66,61.3,94.8,1275.13,57.2,2590.64,10840.34
2017/11/6,240.79,17.01,284.88,83.4,78.94,209.63,11.93,46.7,7022.76,298.89,55.17,94.657,1281.8,57.35,2591.13,10786.19
2017/11/3,239.32,16.94,287.67,83.25,76.68,208.69,11.12,46.34,7207.76,305.71,56.18,94.858,1269.75,55.64,2587.84,10800.77
2017/11/2,241.59,17.02,303.18,84.71,78.82,205.94,10.85,47.1,7078.5,287.43,54.74,94.588,1275.85,54.54,2579.85,10788.51
2017/11/1,243.13,16.96,300.39,83.36,83.44,207.2,10.8,46.71,6767.31,291.69,53.18,94.709,1274.49,54.3,2579.36,10806.36
2017/10/31,243.43,16.96,300.67,82.02,80.74,206.81,10.99,45.49,6468.4,305.88,55.75,94.429,1270.86,54.38,2575.26,10793.8
2017/10/30,243.32,16.82,297.47,81.83,81.13,203.84,10.89,44.37,6130.53,307.75,56.39,94.454,1276.1,54.15,2572.83,10756.87
2017/10/27,238.6,17.18,307.77,84.98,80.35,201.86,11.84,44.4,5780.9,297.42,55.33,94.822,1273.64,53.9,2581.07,10709.11
2017/10/26,236.86,16.96,303.43,84.69,73.2,195.69,12.01,41.35,5904.83,296.53,55.74,94.509,1266.86,52.64,2560.4,10734.76
2017/10/25,238.27,17.08,299.09,84.7,70.41,193.66,12.33,40.78,5750.8,297.92,56.49,93.577,1277.23,52.18,2557.15,10750.57
2017/10/24,238.65,17.37,309.27,86.89,74.69,198.68,14.25,40.95,5526.64,298.33,55.96,93.661,1276.56,52.47,2569.13,10743.78
2017/10/23,239.41,17.02,307.22,86.87,71.68,196.62,14.1,40.83,5930.32,286.95,54.92,93.814,1282.04,51.9,2564.98,10735.21
2017/10/20,238.63,17.13,294.56,86.95,66.31,196.9,13.81,40.43,6011.45,304.01,60.33,93.579,1280.33,51.47,2575.21,10728.88
2017/10/19,240.05,17.07,304.8,86.46,65.79,197.8,13.95,40.09,5708.52,308.09,59.74,93.12,1289.87,51.29,2562.1,10760.29
2017/10/18,238.22,16.95,288.29,86.88,61.77,197.58,14.07,40.25,5590.69,314.32,60.73,93.228,1280.9,52.04,2561.26,10720.28
2017/10/17,236.34,17.08,275.2,86.38,56.5,197.75,14.16,39.79,5605.51,317.08,59.48,93.35,1284.97,51.88,2559.36,10723.15
2017/10/16,237.36,16.96,251.33,82.28,51.4,197.93,14.26,39.76,5725.59,333.38,64.62,93.161,1294.92,51.87,2557.64,10774.21
2017/10/13,236.14,16.95,246.22,78.7,45.76,194.59,14.22,39.67,5647.21,338.76,59.43,92.935,1303.6,51.45,2553.17,10724.09
2017/10/12,236.57,16.91,228.37,72.07,41.52,191.03,14.2,39.19,5446.91,304.14,60.11,92.898,1293.51,50.6,2550.93,10711.44
2017/10/11,231.09,17.13,226.02,74.53,38.51,190.94,13.88,39.3,4826.48,303.46,50.89,92.825,1291.54,51.3,2555.24,10641.19
2017/10/6,224.72,16.84,227.66,75.27,35.09,181.3,13.23,39.63,4370.81,308.59,52.12,93.641,1276.36,49.29,2549.33,10532.81
2017/10/5,224.08,16.85,231.23,76.81,34.42,180.77,13.34,39.53,4328.41,295.86,51.67,93.803,1268.17,50.79,2552.07,10518.27
2017/10/3,221.68,16.88,227.72,74.06,33.04,179.37,13.42,39.38,4317.48,292.46,52.35,93.414,1271.44,50.42,2534.58,10469.35
2017/10/2,219.78,16.97,220.51,74.46,32.96,179,12.71,39.04,4409.32,297.48,53.38,93.405,1270.76,50.58,2529.12,10465.16
2017/9/30,217.4,17.1,205.26,72.75,31.45,NA,NA,NA,4338.71,301.46,55.14,NA,NA,NA,NA,10383.94
2017/9/29,216.42,17.12,196.59,70.52,29.84,178.77,12.75,38.08,4163.07,291.47,52.62,92.883,1279.7,51.67,2519.36,10329.94
2017/9/28,214.72,17.1,194.12,72.57,30.03,175.68,12.74,37.83,4174.73,299.15,54.09,92.932,1287,51.56,2510.06,10296.45
2017/9/27,215.92,17.31,188.95,70.12,28.83,175.73,12.74,37.54,4200.67,306.47,56.28,93.171,1282.61,52.14,2507.04,10326.68
2017/9/26,215.66,16.88,186.37,68.62,27.99,171.96,12.45,37.47,3892.35,287.44,51.55,92.781,1293.95,51.88,2496.84,10257.02
2017/9/25,217.53,17.15,198.78,67.73,26.87,171,12.61,37.16,3926.07,292.33,51.58,92.441,1310.53,52.22,2496.66,10335.89
2017/9/22,219.56,17.12,204.64,73.57,28.56,179,13.3,37.18,3630.7,264.31,48.09,91.967,1297.15,50.66,2502.22,10449.68
2017/9/21,221.23,17.34,197.91,73.72,28.52,180.76,13.41,37.2,3631.04,258.58,46.61,92.049,1291.01,50.55,2500.6,10578.44
2017/9/20,221.04,17.2,191.34,73.26,28.63,185.84,13.74,37.07,3905.95,283.74,51.73,92.296,1301.07,50.41,2508.24,10519.17
2017/9/19,218.7,17.44,195.09,74.51,29.62,187.35,13.12,37.23,3924.97,282.8,52.84,91.561,1310.93,49.48,2506.65,10576.14
2017/9/18,219.27,16.87,184.26,73.44,28.81,187.55,13.08,37,4065.2,293.5,55.53,91.853,1307.4,49.91,2503.87,10631.57
2017/9/15,218.16,16.9,183.69,72.42,30.55,180.11,12.52,37,3637.52,250.46,48.21,91.863,1320.07,49.89,2500.23,10580.41
2017/9/14,218.6,16.93,199.3,79.63,33.17,169.4,12.26,36.48,3154.95,213.91,41.58,92.112,1329.45,49.89,2495.62,10553.57
2017/9/13,218.09,16.94,203.03,79.55,34.11,170.37,12.22,36.33,3882.59,277.11,61.73,92.508,1322.96,49.3,2498.37,10532.88
2017/9/12,218.71,16.86,207.36,81.5,34.41,169.61,12.3,36.09,4130.81,291.46,64.23,91.856,1331.61,48.23,2496.48,10610.35
2017/9/11,217.44,16.86,205.31,82.42,36.1,169,12.55,35.77,4161.27,294.53,66.04,91.853,1327.24,48.07,2488.11,10572.16
2017/9/8,217.53,17.15,205.86,84.3,33.34,163.69,12.25,35.19,4228.75,296.5,67.79,91.326,1346.29,47.48,2461.43,10609.95
2017/9/7,217.22,17.29,208.12,85.11,32.93,166.58,12.63,35.54,4599.88,329.43,78.48,91.642,1348.88,49.09,2465.1,10538.51
2017/9/6,217.33,17.18,210.98,82.72,33.52,165.81,12.86,35.76,4597.12,334.34,80.11,92.252,1334.07,49.16,2465.54,10547.86
2017/9/5,217.4,17.33,207.08,85.5,34.7,165.91,12.92,35.02,4376.53,312.99,71.29,92.226,1339.5,48.66,2457.85,10617.84
2017/9/4,217.44,17.76,215.85,92.24,34.92,NA,NA,NA,4236.31,295.17,65.21,92.769,1333.3,47.41,NA,10569.87
2017/9/1,216.33,17.81,212.91,93.44,35.18,170.46,13.19,35.09,4892.01,387.74,86.04,92.769,1324.87,47.29,2476.55,10594.82
2017/8/31,216.63,18.06,223.99,95.14,35.19,169.44,13,35.07,4703.39,383.04,71.06,92.628,1321.21,47.23,2471.65,10585.78
2017/8/30,217.27,18.04,224.64,97.72,34.6,165.68,12.67,34.89,4565.3,378.48,64.17,92.823,1308.44,45.96,2457.59,10569.4
2017/8/29,215.53,18.09,210.74,95.34,33.84,164.7,12.15,34.73,4579.02,370.67,63.17,92.184,1309.12,46.44,2446.3,10496.57
2017/8/28,215.85,17.83,205.44,97.67,34.44,164.97,12.23,34.65,4382.66,347.75,62.36,92.14,1309.88,46.57,2444.24,10525.98
2017/8/25,217.28,18.19,196.88,93.9,34.18,163.81,12.43,34.67,4371.6,331.92,51.18,92.677,1291.13,47.87,2443.05,10515.51
2017/8/24,216.6,16.9,183.65,89.33,33.79,165.19,12.5,34.71,4334.68,325.61,50.19,93.202,1286.21,47.43,2438.97,10488.96
2017/8/23,215.34,16.89,182.7,88.92,32.96,165.8,12.48,34.66,4151.52,317.52,53.25,93.07,1290.65,48.41,2444.04,10406.81
2017/8/22,214.12,16.91,179.46,90.13,33.76,162.55,12.17,34.65,4100.52,314.79,46.73,93.461,1284.93,47.64,2452.51,10392.07
2017/8/21,211.88,16.93,170.46,90.96,33.78,159.15,12.05,34.92,4001.74,321.59,47.94,93.012,1291.68,47.37,2428.37,10326.39
2017/8/18,211.89,16.84,169.31,90.92,35.19,161.5,12.37,35.01,4160.62,295.59,47.28,93.359,1283.85,48.51,2425.55,10321.33
2017/8/17,213.71,17.14,169.91,91.85,35.41,161.47,12.34,35.17,4331.69,301.46,43.91,93.534,1287.81,47.09,2430.01,10369.37
2017/8/16,212.53,16.99,171.66,92.11,35.51,165.15,12.63,35.81,4376.63,302.27,44.15,93.438,1282.94,46.78,2468.11,10290.39
2017/8/15,213.62,17.1,172.28,91,36.58,166.98,13.02,36,4181.93,289.82,43.31,93.756,1271.34,47.55,2464.61,10311.16
2017/8/14,211.92,17.43,172.09,91.23,37.35,168.4,12.76,36.34,4325.13,300.1,45.8,93.305,1281.95,47.59,2465.84,10225.28
2017/8/11,211.66,16.84,169.62,87.2,36.02,155.96,12.23,35.87,3650.62,308.86,47.1,92.956,1289.15,48.82,2441.32,10329.57
2017/8/10,213.8,16.91,180.77,83.26,35.38,164.74,12.12,36.14,3381.28,295.89,46.5,93.304,1286.09,48.59,2438.21,10329.74
2017/8/9,214.55,16.73,178.62,83.61,35.58,172.11,12.83,36.59,3342.47,296.03,48.01,93.43,1277.09,49.56,2474.02,10470.38
2017/8/8,217.38,17.03,181.08,77.99,36.97,170.3,13.11,36.41,3419.94,296.77,48.63,93.515,1260.89,49.17,2474.92,10568.97
2017/8/7,215.5,17.09,179.82,73.28,39.14,172.35,13.43,36.43,3378.94,269.18,45.8,93.309,1257.63,49.39,2480.91,10579.38
2017/8/4,213.42,17.23,176.77,71.31,36,167.21,13.12,36.3,2895.89,223.07,43.45,93.416,1258.56,49.58,2476.83,10506.56
2017/8/3,213.3,17.44,180.29,69.7,35.62,166.48,13.24,36.49,2804.73,225.34,42.86,92.707,1268.29,49.03,2472.16,10469.88
2017/8/2,215.38,17.2,178,69.11,36.24,164.39,13.37,36.64,2710.67,219.95,42.13,92.699,1266.44,49.59,2477.57,10519.27
2017/8/1,212.94,17.19,175.63,71.35,35.49,164.49,13.71,36.35,2718.26,226.77,43.04,92.901,1268.68,49.16,2476.35,10437.29
2017/7/31,213.74,17.41,175.48,71.73,33.44,162.51,13.61,35.47,2875.34,203.87,43.02,92.718,1269.24,50.17,2470.3,10427.33
2017/7/28,212.97,17.68,175.86,72.87,34.65,164.39,13.95,35.31,2809.01,193.12,40.61,93.114,1269.38,49.71,2472.1,10423.05
2017/7/27,215.21,17.14,181.9,71.38,34.24,161.74,14.12,34.97,2671.78,204.32,42.14,93.715,1259.39,49.04,2475.42,10508.37
2017/7/26,213.41,17.23,185.47,73,36.46,167.26,14.76,34.75,2529.45,203.95,42.23,93.505,1260.96,48.75,2477.83,10419.11
2017/7/25,214.05,17.54,175.45,72.08,38.1,165.35,14.11,34.67,2576.48,206.71,42.24,93.888,1249.88,47.89,2477.13,10463.15
2017/7/24,213.96,17.94,163.32,73.35,38.3,166.15,14.16,34.5,2754.86,224.71,44.41,93.798,1255.14,46.34,2469.91,10461.28
2017/7/21,214.17,17.89,167.01,72.76,38.54,168.1,13.88,34.73,2667.76,218.3,45.76,93.679,1251.37,45.77,2472.54,10436.7
2017/7/20,214.86,17.67,170.18,72.82,38.27,167.5,13.8,34.75,2817.6,227.26,45.02,94.117,1244.34,46.79,2473.45,10499.36
2017/7/19,214.31,17.12,168.71,66.64,35.74,165.1,13.55,34.56,2273.43,199.7,40.86,94.588,1241.05,47.12,2473.83,10506.1
2017/7/18,213.18,17.09,159.46,62.12,33.79,165.96,13.48,34.53,2318.88,234.39,44.3,94.402,1242.18,46.4,2460.61,10481.26
2017/7/17,213.39,17.02,152.95,62.2,32.69,164.25,13.8,34.47,2228.41,193.42,42.67,94.904,1233.87,46.02,2459.14,10457.54
2017/7/14,213.46,17.04,150.93,62.2,35.8,164.95,13.92,34.68,2233.34,199.66,42.8,94.93,1228.42,46.54,2459.27,10443.91
2017/7/13,214.12,17.06,144.02,61.03,34.58,160.63,13.53,34.24,2357.9,209.73,46.33,95.508,1217.34,46.08,2447.83,10460.15
2017/7/12,211.63,17,135.24,61.52,35.19,162.51,14.29,34.25,2398.84,230.77,48.75,95.512,1220.3,45.49,2443.25,10420.68
2017/7/11,210.32,17.01,128.94,62.43,35.42,155.88,13.89,33.92,2337.79,197.4,45.33,95.422,1217.53,45.04,2425.53,10415.57
2017/7/10,206.33,17.02,125.56,59.64,36.19,153.7,13.81,33.65,2372.56,215.36,46.58,95.777,1214.19,44.4,2427.43,10289.91
2017/7/7,206.29,17.05,126.22,58.57,33.54,146.76,13.36,33.88,2518.66,245.99,46.58,95.792,1212.73,44.23,2425.18,10297.25
2017/7/6,207.49,17.05,126.79,58.71,33.32,143.48,13.02,33.63,2608.56,270.55,51.13,95.575,1224.97,45.52,2409.75,10368.2
